ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Updated On,Year,Latitude,Longitude,Location
8718553,HV395455,2012/07/20,003XX W ROOT ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,false,false,0925,3,14,1174784,1877397,07/25/2012,2012,41.81896733,-87.63433778,"(41.81896733240125, -87.63433778016942)"
8716362,HV392707,2012/07/20,077XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0621,17,14,1172609,1853284,07/24/2012,2012,41.75284685,-87.64302663,"(41.75284685489773, -87.64302662659428)"
8715475,HV391661,2012/07/20,081XX S PAXTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0414,8,14,1192312,1851337,07/23/2012,2012,41.74704763,-87.57088726,"(41.74704762886971, -87.57088726344126)"
8715478,HV391724,2012/07/20,042XX S CHAMPLAIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0214,4,06,1181264,1876905,07/22/2012,2012,41.81747013,-87.61058214,"(41.81747013384655, -87.61058214153692)"
8715674,HV391837,2012/07/20,008XX E 49TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0223,4,26,1182700,1872663,07/22/2012,2012,41.8057965,-87.60544634,"(41.80579649528307, -87.60544634457258)"
8715112,HV391472,2012/07/20,035XX W LAWRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1712,39,14,1151551,1931697,07/22/2012,2012,41.96845904,-87.71813737,"(41.96845903662875, -87.7181373741296)"
8714774,HV391337,2012/07/20,007XX E 132ND ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,CHA PARKING LOT/GROUNDS,false,false,0533,9,26,1183557,1818052,07/22/2012,2012,41.65591772,-87.60400038,"(41.65591772238291, -87.60400038288991)"
8714801,HV391371,2012/07/20,005XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1823,27,06,1172542,1905669,07/22/2012,2012,41.89659762,-87.64172683,"(41.896597615139704, -87.64172682656817)"
8714834,HV391383,2012/07/20,024XX N NEWLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2512,36,05,1129720,1915441,07/22/2012,2012,41.92425281,-87.79878305,"(41.92425280588734, -87.79878304562445)"
8714853,HV391311,2012/07/20,018XX W HOWARD ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2424,49,03,1162609,1950307,07/22/2012,2012,42.01930037,-87.67695311,"(42.01930037119586, -87.67695311087215)"
8714729,HV391297,2012/07/20,092XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0423,7,08B,1193812,1844399,07/22/2012,2012,41.72797255,-87.56561775,"(41.727972546834565, -87.56561774824813)"
8714736,HV391294,2012/07/20,019XX S LOOMIS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1222,25,08B,1167300,1890739,07/23/2012,2012,41.85574286,-87.66140896,"(41.85574286401206, -87.66140895543546)"
8714806,HV391302,2012/07/20,039XX W FILLMORE ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,false,false,1132,24,03,1150423,1895125,07/27/2012,2012,41.86812428,-87.72324165,"(41.86812427763978, -87.72324165063377)"
8714738,HV391303,2012/07/20,002XX W 19TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,true,false,0914,25,14,1175341,1891168,07/22/2012,2012,41.85674361,-87.63188196,"(41.85674360779205, -87.63188196174245)"
8714787,HV391325,2012/07/20,027XX W 47TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,0922,12,16,1159125,1873434,07/22/2012,2012,41.80842756,-87.69188948,"(41.80842755963081, -87.69188948239378)"
8714712,HV391282,2012/07/20,092XX S LUELLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0413,7,14,1192745,1844103,07/27/2012,2012,41.72718634,-87.56953591,"(41.727186342579024, -87.5695359131389)"
8716061,HV392100,2012/07/20,005XX W ROOSEVELT RD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CREDIT UNION,false,false,0124,2,10,1172541,1895003,07/24/2012,2012,41.86732944,-87.64204605,"(41.867329443176075, -87.64204605109644)"
8715471,HV391444,2012/07/20,099XX S CALHOUN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0431,7,07,1194830,1839664,07/23/2012,2012,41.71495429,-87.5620441,"(41.714954292578405, -87.56204409996451)"
8714743,HV391285,2012/07/20,020XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2522,31,08B,1142124,1913202,07/22/2012,2012,41.91788752,-87.75326059,"(41.91788752295096, -87.75326059394413)"
8714705,HV391274,2012/07/20,025XX W 53RD ST,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0923,14,18,1160304,1869401,07/22/2012,2012,41.79733626,-87.68767627,"(41.79733626198195, -87.68767627432564)"
8716780,HV393253,2012/07/20,046XX N BEACON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1913,46,05,1166277,1930721,07/26/2012,2012,41.96547793,-87.66401868,"(41.96547793283391, -87.66401867559014)"
8715045,HV391484,2012/07/20,005XX W ALDINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1925,44,07,1171899,1922341,07/24/2012,2012,41.94236058,-87.64359594,"(41.94236057970489, -87.64359594263115)"
8717641,HV391266,2012/07/20,008XX N KEYSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1111,37,08B,1149274,1905334,07/27/2012,2012,41.89616124,-87.72719518,"(41.896161238092205, -87.72719517557348)"
8714717,HV391283,2012/07/20,027XX E 80TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,true,false,0422,7,24,1195700,1852489,07/22/2012,2012,41.75012575,-87.55843496,"(41.7501257547972, -87.55843496024089)"
8716620,HV391288,2012/07/20,051XX S PRAIRIE AVE,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,SIDEWALK,false,false,0231,3,08B,1178870,1871071,07/24/2012,2012,41.80151606,-87.61954168,"(41.80151605513627, -87.61954167954423)"
8714733,HV391280,2012/07/20,035XX W POLK ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,1133,24,14,1152849,1896099,07/22/2012,2012,41.87074938,-87.71430949,"(41.87074938294276, -87.71430948618722)"
8714700,HV391262,2012/07/20,018XX N LINDER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,2532,37,08B,1139473,1911862,07/22/2012,2012,41.9142592,-87.76303337,"(41.91425920377292, -87.76303336939976)"
8714718,HV391276,2012/07/20,052XX W JACKSON BLVD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1522,29,26,1141700,1898133,07/22/2012,2012,41.87654427,-87.75519149,"(41.876544274886264, -87.7551914936114)"
8714784,HV391287,2012/07/20,057XX W WARWICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1633,38,14,1137144,1924387,07/22/2012,2012,41.94867135,-87.77128823,"(41.94867134633864, -87.77128822679433)"
8714676,HV391263,2012/07/20,001XX N PINE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,true,false,1523,28,26,1139517,1900549,07/22/2012,2012,41.88321416,-87.76314795,"(41.88321416371194, -87.76314794698496)"
8714745,HV391296,2012/07/20,002XX N ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,true,false,1333,27,08B,1165726,1901925,07/22/2012,2012,41.88647184,-87.6668675,"(41.88647184428766, -87.66686749888679)"
8714825,HV391350,2012/07/20,003XX N CICERO AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1532,28,08B,1144271,1901906,07/22/2012,2012,41.88684993,-87.74565663,"(41.88684993058337, -87.74565663093153)"
8714739,HV391291,2012/07/20,029XX E 81ST ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,true,false,0422,7,24,1197469,1851874,07/22/2012,2012,41.74839425,-87.55197317,"(41.74839424808884, -87.55197317026074)"
8715351,HV391653,2012/07/20,043XX S UNION AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0925,11,06,1172307,1876342,07/22/2012,2012,41.81612725,-87.64345537,"(41.816127245528065, -87.64345536733484)"
8714764,HV391290,2012/07/20,068XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,false,false,0322,20,03,1178302,1859708,07/22/2012,2012,41.77034778,-87.62196951,"(41.77034778366261, -87.62196950806131)"
8719638,HV396158,2012/07/20,025XX W BELLE PLAINE AVE,0810,THEFT,OVER $500,STREET,false,false,1911,47,06,1158523,1927184,07/27/2012,2012,41.95593488,-87.69262567,"(41.95593488254871, -87.69262567023792)"
8714677,HV391252,2012/07/20,061XX S THROOP ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0713,16,08B,1168715,1864123,07/27/2012,2012,41.78267531,-87.65698423,"(41.782675309761586, -87.6569842250577)"
8714697,HV391255,2012/07/20,052XX W OHIO ST,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1524,28,08A,,,07/26/2012,2012,,,
8716969,HV393516,2012/07/20,016XX N DAMEN AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,false,false,1434,32,03,1162733,1910702,07/25/2012,2012,41.91061987,-87.67761216,"(41.91061986869262, -87.67761216454672)"
8715831,HV392058,2012/07/20,011XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1824,42,11,1176128,1907639,07/25/2012,2012,41.90192331,-87.62849677,"(41.90192331254538, -87.62849676697537)"
8716424,HV392872,2012/07/20,052XX S NATCHEZ AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0811,23,26,1133890,1869162,07/25/2012,2012,41.79718399,-87.7845474,"(41.79718399022516, -87.78454740354302)"
8716144,HV392530,2012/07/20,072XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0334,5,07,1192842,1857311,07/24/2012,2012,41.76342786,-87.5687507,"(41.763427864633734, -87.56875069543993)"
8715854,HV392094,2012/07/20,012XX W 48TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0933,3,07,1168665,1872985,07/23/2012,2012,41.80699474,-87.65691189,"(41.80699473729556, -87.65691188626762)"
8715675,HV391880,2012/07/20,006XX E 38TH ST,0820,THEFT,$500 AND UNDER,CHA PARKING LOT/GROUNDS,false,false,0212,4,06,1181085,1879874,07/22/2012,2012,41.82562142,-87.61114722,"(41.82562142360489, -87.61114721517409)"
8715683,HV391595,2012/07/20,006XX E 38TH ST,0810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,false,false,0212,4,06,1181085,1879874,07/22/2012,2012,41.82562142,-87.61114722,"(41.82562142360489, -87.61114721517409)"
8714679,HV391267,2012/07/20,031XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1022,24,06,1155652,1893083,07/22/2012,2012,41.86241723,-87.70409982,"(41.86241722825719, -87.70409981750915)"
8722934,HV399375,2012/07/20,012XX W FULLERTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1811,32,06,1167527,1916038,07/27/2012,2012,41.92516024,-87.65984691,"(41.92516024125404, -87.65984690839413)"
8715443,HV391795,2012/07/20,040XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1115,28,14,1149479,1899666,07/27/2012,2012,41.88060366,-87.72658944,"(41.88060365927813, -87.72658944223473)"
8715763,HV391974,2012/07/20,059XX W SUPERIOR ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1511,29,06,1136495,1904431,07/27/2012,2012,41.89392144,-87.7741522,"(41.89392144101643, -87.77415219704542)"
8715204,HV391612,2012/07/20,013XX S TRIPP AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1011,24,05,1148227,1893357,07/27/2012,2012,41.86331522,-87.73134918,"(41.86331521631164, -87.73134918183115)"
8720414,HV396704,2012/07/20,008XX E BOWEN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0214,4,06,1182543,1877607,07/26/2012,2012,41.81936686,-87.60586866,"(41.81936685720497, -87.60586865753065)"
8715167,HV391575,2012/07/20,019XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2012,40,06,1162537,1935250,07/26/2012,2012,41.97798504,-87.67764236,"(41.97798504439679, -87.67764235544765)"
8715429,HV391748,2012/07/20,014XX W ELMDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2013,48,06,1165718,1939922,07/25/2012,2012,41.99073774,-87.66581036,"(41.99073773798774, -87.6658103602169)"
8715214,HV391631,2012/07/20,073XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0735,17,14,1164333,1856035,07/23/2012,2012,41.7605742,-87.67327756,"(41.76057420462195, -87.67327755901509)"
8715303,HV391691,2012/07/20,091XX S HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2221,19,14,1163661,1844211,07/23/2012,2012,41.7281415,-87.67607148,"(41.72814149954053, -87.67607147566194)"
8714879,HV391425,2012/07/20,005XX W DEMING PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1935,43,06,1172148,1917282,07/22/2012,2012,41.92847298,-87.64283053,"(41.928472981972476, -87.6428305250811)"
8714973,HV391479,2012/07/20,016XX N MEADE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,2513,29,07,1135539,1910234,07/22/2012,2012,41.90986265,-87.77752525,"(41.90986264777097, -87.77752524895459)"
8715157,HV391552,2012/07/20,051XX S LOCKWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0814,23,05,1141855,1870136,07/22/2012,2012,41.79971356,-87.75531414,"(41.79971355687542, -87.7553141442024)"
8715227,HV391637,2012/07/20,060XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0825,15,14,1159784,1864455,07/22/2012,2012,41.78377447,-87.68971898,"(41.78377447109943, -87.68971897945887)"
8715335,HV391710,2012/07/20,027XX S STATE ST,0810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,false,false,0133,3,06,1176690,1886530,07/22/2012,2012,41.84398626,-87.62707047,"(41.843986257436136, -87.62707046645544)"
8715339,HV391645,2012/07/20,014XX E 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,false,false,0324,5,14,1187017,1858147,07/22/2012,2012,41.76586202,-87.59007368,"(41.76586201971904, -87.59007368342156)"
8715383,HV391721,2012/07/20,013XX S LYTLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1231,2,14,1168214,1893831,07/22/2012,2012,41.8642079,-87.65796487,"(41.86420789714608, -87.65796487150848)"
8714742,HV391249,2012/07/19,058XX S ARCHER AVE,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0811,23,26,1139897,1868613,07/22/2012,2012,41.79557009,-87.76253189,"(41.79557009393664, -87.76253188652846)"
8714674,HV391242,2012/07/19,061XX N HOYNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2413,40,18,1161248,1940925,07/22/2012,2012,41.99358443,-87.68222399,"(41.99358443481298, -87.68222399205996)"
8714762,HV391281,2012/07/19,056XX S ELIZABETH ST,0460,BATTERY,SIMPLE,STREET,false,false,0713,16,08B,1168906,1867575,07/27/2012,2012,41.79214388,-87.65618429,"(41.79214388115414, -87.65618428518745)"
8714695,HV391240,2012/07/19,034XX W 25TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1024,22,24,1153610,1887135,07/22/2012,2012,41.84613605,-87.71175383,"(41.846136048596435, -87.71175382832926)"
8714670,HV391230,2012/07/19,024XX N LOREL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2515,31,08B,1140348,1915766,07/22/2012,2012,41.92495619,-87.75972278,"(41.924956194845954, -87.75972277912817)"
8714678,HV391233,2012/07/19,005XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1532,28,14,1141640,1903186,07/22/2012,2012,41.89041144,-87.75528683,"(41.89041144380264, -87.75528682814048)"
8714659,HV391229,2012/07/19,017XX W 81ST ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0611,21,18,1166345,1851026,07/22/2012,2012,41.74678621,-87.66604587,"(41.74678620703327, -87.66604586868543)"
8714727,HV391264,2012/07/19,009XX N ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,true,false,1121,27,18,1152838,1905860,07/22/2012,2012,41.89753479,-87.71409128,"(41.89753479349385, -87.71409128189208)"
8714748,HV391243,2012/07/19,075XX S VERNON AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0624,6,04B,1180590,1855153,07/22/2012,2012,41.75779615,-87.61372238,"(41.75779615140873, -87.61372238030594)"
8714699,HV391213,2012/07/19,118XX S LA SALLE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0522,34,15,1177433,1826255,07/22/2012,2012,41.67856806,-87.62616224,"(41.67856805924608, -87.62616224073527)"
8714757,HV391256,2012/07/19,012XX W GRANVILLE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,2433,48,08A,1166530,1941269,07/22/2012,2012,41.99441653,-87.66278485,"(41.99441653128009, -87.66278485160782)"
8714713,HV391228,2012/07/19,028XX N ALBANY AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1411,35,03,1155174,1918904,07/27/2012,2012,41.93328203,-87.70516049,"(41.93328203398084, -87.70516048797967)"
8714790,HV391349,2012/07/19,002XX N SACRAMENTO BLVD,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,GAS STATION,true,false,1331,27,26,1156379,1901682,07/27/2012,2012,41.8859991,-87.70119861,"(41.88599910335264, -87.70119861262592)"
8718058,HV394918,2012/07/19,035XX N RETA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1924,44,06,1170003,1923744,07/25/2012,2012,41.94625212,-87.65052347,"(41.94625211957166, -87.65052347103367)"
8715770,HV391690,2012/07/19,020XX N BISSELL ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1812,43,06,1169670,1913850,07/24/2012,2012,41.9191098,-87.65203645,"(41.91910979995482, -87.65203645362662)"
8715826,HV391642,2012/07/19,008XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1213,25,06,1166555,1896313,07/23/2012,2012,41.87105437,-87.66398394,"(41.871054366132114, -87.66398394423445)"
8715768,HV391664,2012/07/19,007XX W 18TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1233,25,14,1171570,1891474,07/22/2012,2012,41.857667,-87.64571447,"(41.85766699964316, -87.64571447406104)"
8714709,HV391248,2012/07/19,082XX S BUFFALO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0424,10,14,1199619,1850734,07/23/2012,2012,41.74521216,-87.54413333,"(41.745212163159145, -87.544133332503)"
8714694,HV391239,2012/07/19,041XX W 31ST ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1031,22,24,1149154,1883754,07/22/2012,2012,41.83694548,-87.72819462,"(41.836945479615686, -87.72819462485653)"
8714698,HV391253,2012/07/19,119XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0524,34,18,1173100,1825731,07/22/2012,2012,41.67722662,-87.64203801,"(41.67722661503782, -87.64203800607875)"
8714672,HV391235,2012/07/19,018XX S KEDZIE AVE,2026,NARCOTICS,POSS: PCP,SIDEWALK,true,false,1022,24,18,1155279,1890826,07/22/2012,2012,41.85623126,-87.70552964,"(41.85623126406565, -87.70552963976945)"
8714664,HV391210,2012/07/19,033XX W LEXINGTON ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1134,24,08A,1154237,1896465,07/22/2012,2012,41.87172615,-87.70920386,"(41.871726145923844, -87.70920386071761)"
8718752,HV391208,2012/07/19,056XX N JERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1711,40,08B,1153987,1937071,07/27/2012,2012,41.98315725,-87.70903627,"(41.9831572500473, -87.70903626659997)"
8714724,HV391225,2012/07/19,106XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0434,10,08B,1194069,1834951,07/27/2012,2012,41.70204002,-87.56498518,"(41.702040018858796, -87.56498518111343)"
8717040,HV393579,2012/07/19,003XX E ILLINOIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,false,1834,42,14,1178703,1903728,07/24/2012,2012,41.89113291,-87.61915816,"(41.89113291065494, -87.61915815594102)"
8714641,HV391202,2012/07/19,063XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0312,20,18,1179963,1863306,07/22/2012,2012,41.7801832,-87.61577096,"(41.78018319668278, -87.61577095826367)"
8714647,HV391207,2012/07/19,006XX S KOSTNER AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1131,24,24,1147187,1897017,07/22/2012,2012,41.87337865,-87.73507334,"(41.873378649037825, -87.73507334012585)"
8714708,HV391197,2012/07/19,106XX S OGLESBY AVE,0460,BATTERY,SIMPLE,STREET,true,false,0434,10,08B,1194118,1834680,07/22/2012,2012,41.70129517,-87.56481462,"(41.701295166908146, -87.56481461577783)"
8717056,HV392779,2012/07/19,064XX N WAYNE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2432,40,05,1166137,1943018,07/27/2012,2012,41.99922426,-87.6641802,"(41.99922426169093, -87.66418019880985)"
8715699,HV391920,2012/07/19,017XX W ALBION AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2432,40,08B,1163670,1943853,07/27/2012,2012,42.00156807,-87.6732319,"(42.001568067806375, -87.67323190047983)"
8714843,HV391322,2012/07/19,035XX W PALMER ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,true,1413,26,02,1152579,1914437,07/27/2012,2012,41.92107599,-87.7148154,"(41.92107599350832, -87.71481540051073)"
8722067,HV398122,2012/07/19,038XX N LONG AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1633,38,07,1139628,1925097,07/26/2012,2012,41.95057459,-87.76213997,"(41.95057459288753, -87.762139974511)"
8718468,HV395374,2012/07/19,063XX N WINTHROP AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2433,48,05,1167662,1942341,07/26/2012,2012,41.99733372,-87.6585898,"(41.99733372135282, -87.65858980017791)"
8716803,HV391659,2012/07/19,020XX W TOUHY AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,2424,49,06,1161646,1947792,07/25/2012,2012,42.01241937,-87.68056741,"(42.012419365207656, -87.68056740904123)"
8715609,HV391423,2012/07/19,025XX E 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,false,false,0421,7,05,1194301,1853114,07/23/2012,2012,41.75187527,-87.56354092,"(41.75187526504382, -87.56354092104087)"
8715781,HV391597,2012/07/19,002XX W 112TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0522,34,07,1176415,1830623,07/23/2012,2012,41.69057738,-87.62975791,"(41.69057738408288, -87.62975791456259)"
8716291,HV392653,2012/07/19,059XX S ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0811,23,14,1139728,1868661,07/23/2012,2012,41.79570489,-87.76315046,"(41.79570489177784, -87.76315046009125)"
8715334,HV391505,2012/07/19,005XX W 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2232,9,14,1174546,1836632,07/23/2012,2012,41.70710866,-87.6364224,"(41.7071086645865, -87.63642240036279)"
8715423,HV391588,2012/07/19,016XX S MILLARD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1014,24,06,1152357,1891288,07/22/2012,2012,41.85755717,-87.71624276,"(41.85755717268709, -87.71624276099163)"
